,Age,Gender,Location,Occupation,Income Bracket,Credit Score,Channel,Device Type,Loans Accessed,Savings Accessed,Monthly Avg Balance,Loans Taken,Repayment Misses,Overdraft Events,Failed Payments,Current Plan,Payment Mode,Tickets Raised,Resolution Time (hrs),Sentiment Score,Survey Feedback,Churned,Onboarding Year,Onboarding Month,Customer Tenuer Year,Total Logins,Support Intensity
4610,63,Female,South,Retired,High,488,Agent,Web,0,1,50451.57911,3,0,2,0,Platinum,Manual,2.0,31.0188122,0.45038537,Bad,0,2017,8,8,19.0,0.06447700147589791
4611,39,Male,West,Student,Low,763,Online,Web,1,1,38065.76185,1,1,1,0,Platinum,Manual,2.0,17.91878891,0.030247396,Bad,0,2013,6,12,25.0,0.11161468612891874
4612,67,Other,North,Retired,Low,521,Online,Android,0,1,49045.47423,1,1,2,0,Basic,Auto,1.0,61.58793424,0.662125576,Neutral,0,2020,6,5,15.400753212228622,0.016236946608781076
4613,69,Male,South,Salaried,Low,652,Branch,iOS,1,1,59316.68543,0,0,1,0,Silver,Auto,2.0,35.83458968,0.211956501,Good,0,2021,12,4,20.400753212228622,0.05581199667304241
4614,23,Female,East,Student,Medium,350,Agent,iOS,0,1,66268.0298,1,1,2,1,Platinum,Manual,1.0,0.418092806,1.002959083,Bad,0,2014,10,11,17.0,2.3918134577996066
4615,21,Male,East,Salaried,Low,387,Branch,Android,2,1,32781.49698,0,1,2,1,Gold,Auto,2.0,72.6423561,0.215966704,Bad,0,2015,6,10,30.0,0.02753214663421414
4616,40,Female,South,Self-employed,Low,521,Branch,iOS,1,1,48899.75087,1,2,4,0,Silver,Auto,3.0,23.72334565,0.320749458,Neutral,1,2013,10,12,9.0,0.1264577114990524
4617,61,Female,West,Retired,Low,787,Agent,Web,0,1,21727.69913,4,0,5,0,Platinum,Manual,3.0,11.09737776,0.348936308,Bad,1,2017,1,8,10.0,0.2703341334214435
4618,62,Male,West,Salaried,High,466,Agent,iOS,1,1,55567.12328,2,0,0,0,Basic,Manual,1.0,10.23884671,0.340521942,Neutral,0,2019,12,6,18.0,0.0976672498693947
4619,36,Male,West,Student,Medium,400,Agent,Web,3,1,56686.08017,4,1,5,0,Basic,Auto,1.0,40.2751157,0.636777343,Good,1,2020,2,5,16.0,0.02482922724415662
4620,62,Female,West,Salaried,Low,723,Agent,Web,3,1,45228.05197,4,0,4,0,Basic,Manual,3.0,29.95757931,0.583193677,Bad,1,2013,2,12,12.0,0.1001416025292332
4621,48,Other,South,Salaried,High,824,Agent,Web,1,1,54466.94706,0,0,0,0,Platinum,Manual,5.0,11.29588812,1.001890257,Good,0,2016,1,9,20.0,0.4426389449756696
4622,61,Male,South,Self-employed,Medium,446,Agent,Web,1,1,28606.28254,2,0,0,0,Basic,Manual,2.0,58.61246987,0.367219302,Bad,0,2017,4,8,19.0,0.034122431701580164
4623,69,Female,East,Salaried,Low,561,Agent,iOS,0,1,53273.54382,1,1,2,1,Gold,Manual,0.0,44.348532,0.698369716,Neutral,0,2014,11,11,17.0,0.0
4624,20,Other,East,Salaried,High,445,Online,iOS,1,1,10709.93253,6,0,4,0,Gold,Auto,1.0,52.28319752,-0.03541693,Good,1,2013,2,12,13.0,0.019126603716566264
4625,45,Female,West,Self-employed,Medium,787,Online,Android,0,1,34756.56921,0,0,2,0,Basic,Manual,5.0,6.260596605,0.299436282,Good,0,2018,12,7,22.0,0.7986459303266354
4626,20,Male,North,Student,Low,820,Branch,Web,0,1,49555.66831,1,2,0,1,Gold,Auto,1.0,169.7595074,-0.157899824,Neutral,0,2016,12,9,23.0,0.005890686273280268
4627,31,Female,North,Self-employed,Low,380,Branch,Web,0,1,70566.6863,1,1,1,0,Platinum,Auto,0.0,35.18311511,0.630760791,Bad,0,2020,2,5,31.0,0.0
4628,35,Female,East,Salaried,High,425,Online,Android,2,1,46029.52463,0,1,0,1,Platinum,Auto,2.0,34.09833784,1.088039969,Neutral,0,2015,2,10,17.0,0.05865388540006324
4629,44,Female,East,Retired,Low,438,Online,iOS,0,1,38905.31268,1,0,1,0,Basic,Manual,1.0,27.78668123,0.26587294,Bad,0,2020,9,5,14.0,0.03598846482322423
4630,68,Male,South,Self-employed,High,438,Agent,Web,0,1,36605.55637,2,0,4,0,Gold,Auto,5.0,53.34713302,0.130233741,Neutral,0,2019,8,6,25.0,0.09372574901308164
4631,27,Other,East,Self-employed,High,371,Branch,iOS,0,1,42963.2093,1,2,7,0,Silver,Manual,2.0,116.7413861,0.62176409,Good,0,2020,6,5,18.0,0.01713188498795801
4632,66,Other,East,Salaried,High,544,Online,Web,0,1,66386.86732,2,1,7,0,Silver,Auto,3.0,36.46922747,-0.526163731,Neutral,1,2019,9,6,10.0,0.0822611337865008
4633,32,Other,West,Retired,Medium,509,Agent,Android,2,1,32567.00484,4,0,5,1,Silver,Auto,8.0,34.81775881,0.286040812,Bad,1,2018,7,7,11.0,0.22976780451768544
4634,36,Other,North,Student,High,493,Online,Web,0,1,47874.81751,2,1,3,0,Silver,Auto,5.0,44.90651763,1.091706399,Good,0,2021,2,4,12.0,0.11134241227958694
4635,26,Male,North,Retired,Medium,837,Branch,Web,0,1,39137.87455,1,0,2,0,Gold,Auto,0.0,4.582048082,0.870767279,Bad,1,2016,7,9,24.0,0.0
4636,21,Female,South,Self-employed,Low,631,Online,iOS,1,1,32754.54475,1,0,3,1,Silver,Manual,2.0,4.859933205,0.232778232,Neutral,0,2011,7,14,25.0,0.4115282897185415
4637,32,Other,North,Retired,Medium,810,Online,Web,3,1,57938.89743,1,0,0,0,Gold,Manual,2.0,20.43448519,0.30037653,Good,0,2016,5,9,24.0,0.09787376493236725
4638,68,Other,West,Student,High,592,Branch,iOS,1,1,51971.83478,0,2,2,1,Gold,Manual,0.0,100.3776747,0.480852698,Good,0,2016,5,9,24.0,0.0
4639,65,Male,West,Retired,Low,335,Online,Web,1,1,33663.59771,0,0,4,0,Platinum,Manual,2.0,36.11759028,0.064522871,Good,1,2016,6,9,23.0,0.055374679885758976
4640,25,Female,South,Retired,High,827,Branch,Android,3,1,52833.22006,1,0,4,0,Basic,Manual,0.0,22.68994199,0.903983181,Good,1,2011,6,14,14.0,0.0
4641,66,Female,East,Retired,High,377,Agent,Android,1,1,29852.76179,1,1,2,0,Platinum,Manual,2.0,73.53853562,0.998714149,Good,0,2013,2,12,19.0,0.02719662532219458
4642,18,Other,East,Self-employed,Low,320,Agent,iOS,4,1,28888.30573,3,1,1,0,Platinum,Auto,3.0,11.07513548,0.486904769,Bad,1,2020,9,5,16.0,0.27087704754651
4643,24,Other,West,Salaried,High,544,Online,iOS,0,1,50157.87002,4,1,0,1,Platinum,Manual,4.0,28.45392535,0.7030142,Good,0,2018,3,7,19.0,0.14057814346518627
4644,48,Female,South,Salaried,Medium,694,Agent,Android,2,1,25950.70636,1,0,3,0,Basic,Manual,3.0,76.02101718,0.771832153,Good,0,2017,7,8,19.0,0.03946277110311088
4645,35,Male,West,Retired,Low,353,Branch,Web,1,1,35290.09719,0,1,1,0,Gold,Manual,2.0,27.99465576,0.631622174,Bad,0,2014,4,11,23.0,0.07144220729649722
4646,29,Female,North,Self-employed,Low,392,Branch,Web,0,1,53270.33771,1,0,0,1,Silver,Auto,0.0,16.1765719,0.668131521,Bad,0,2018,8,7,23.0,0.0
4647,65,Female,North,Self-employed,Low,592,Online,iOS,1,1,62414.16738,0,0,1,1,Basic,Manual,2.0,23.45554627,0.576538316,Bad,0,2017,1,8,19.0,0.08526767942122203
4648,47,Other,West,Self-employed,High,675,Agent,Android,3,1,611.0560048,0,0,1,0,Platinum,Manual,2.0,61.87533222,0.401622418,Neutral,1,2019,3,6,20.400753212228622,0.03232305877387336
4649,50,Male,East,Salaried,High,475,Branch,iOS,0,1,27876.66404,1,0,1,0,Basic,Manual,1.0,23.32781731,0.171976443,Bad,0,2016,5,9,18.0,0.04286727672422774
4650,64,Male,North,Self-employed,Low,489,Branch,iOS,0,1,52132.39779,0,1,1,1,Basic,Manual,2.0,18.8315308,0.180355211,Neutral,0,2015,8,10,16.0,0.10620485510397275
4651,24,Male,South,Retired,Medium,491,Online,Android,0,1,52632.42763,1,0,1,0,Basic,Auto,1.0,2.504124717,-0.097946781,Bad,0,2018,7,7,27.0,0.39934113233706003
4652,45,Other,East,Salaried,High,367,Agent,Android,0,1,33924.85683,1,0,3,0,Gold,Auto,0.0,9.690939651,0.197639573,Bad,0,2020,10,5,21.400753212228622,0.0
4654,20,Male,West,Retired,High,454,Online,Android,0,1,48131.763028208115,2,1,2,0,Silver,Manual,1.0,28.40771675,0.876957702,Good,0,2012,12,13,14.0,0.03520170272044127
4655,60,Other,East,Salaried,Medium,753,Online,Android,0,1,48052.16928,1,0,4,1,Silver,Auto,3.0,69.71472054,0.332751389,Bad,0,2013,11,12,15.0,0.043032518480493644
4656,23,Female,East,Self-employed,High,525,Branch,iOS,2,1,38467.47819,0,1,3,0,Platinum,Manual,2.0,33.07739628,0.220417768,Bad,1,2021,10,4,18.0,0.060464251269054234
4657,48,Male,North,Student,High,532,Branch,Android,1,1,54896.6491,1,0,3,1,Basic,Auto,0.0,12.12713481,0.337962074,Bad,0,2019,9,6,22.400753212228622,0.0
4658,55,Female,South,Retired,Medium,807,Online,iOS,0,1,63786.07325,2,1,0,1,Silver,Manual,4.0,11.8305173,0.43172772,Good,0,2015,3,10,24.0,0.33810863029632693
4659,32,Male,North,Student,Medium,403,Agent,iOS,1,1,40774.36001,0,0,3,0,Silver,Manual,2.0,75.5279421,0.330385086,Bad,0,2021,7,4,23.0,0.02648026603653484
4660,24,Female,North,Salaried,High,765,Online,Android,0,1,64653.29157,2,0,1,0,Basic,Manual,1.0,21.21198588,0.599707278,Good,0,2017,4,8,18.0,0.04714315791351074
4662,47,Other,North,Retired,Low,741,Branch,Android,0,1,15397.0615,0,1,2,0,Silver,Auto,5.0,56.097169,0.636945295,Good,0,2017,4,8,11.0,0.08913105757618535
4663,44,Other,North,Retired,Medium,425,Branch,Android,1,1,54185.33288,1,2,4,0,Gold,Auto,2.0,64.48856661,0.471332372,Neutral,1,2016,12,9,17.0,0.031013249404272962
4664,34,Male,West,Retired,High,335,Branch,Web,2,1,47662.6601,4,0,4,0,Basic,Auto,3.0,14.41251306,0.705277728,Neutral,1,2019,12,6,16.0,0.20815245665421794
4665,35,Male,North,Student,Medium,537,Online,Web,0,1,56828.11212,2,1,7,1,Platinum,Manual,2.0,46.32946305,0.375888911,Good,0,2019,3,6,17.0,0.04316907359451903
4666,39,Other,South,Self-employed,Medium,541,Agent,Android,2,1,42132.69532,0,0,3,1,Platinum,Manual,2.0,13.45299722,0.55828832,Bad,0,2015,8,10,17.0,0.14866575583816258
4667,43,Male,East,Self-employed,Low,432,Online,iOS,0,1,39692.33573,3,0,4,0,Basic,Manual,4.0,71.99049077,0.399290736,Neutral,1,2020,1,5,13.0,0.05556289389357639
4668,68,Male,West,Self-employed,Medium,526,Online,Android,2,1,30763.7672,2,1,2,1,Basic,Manual,2.0,60.91993003,-0.035211047,Neutral,0,2014,7,11,24.0,0.0328299786131583
4669,44,Other,South,Student,Medium,702,Online,Android,1,1,64127.61556,3,2,3,0,Gold,Auto,2.0,19.29904094,0.394295144,Bad,0,2015,7,10,20.0,0.1036320927147585
4670,57,Female,North,Salaried,High,695,Agent,iOS,3,1,43084.47574,1,0,1,1,Platinum,Auto,3.0,32.34402973,0.572314295,Neutral,0,2020,9,5,23.0,0.09275282100107073
4671,41,Male,South,Student,High,389,Agent,Web,1,1,32941.5311,1,0,3,0,Basic,Manual,2.0,41.05927642,0.703387232,Bad,1,2016,11,9,9.0,0.04871006443322997
4672,69,Other,East,Salaried,Medium,554,Branch,Web,0,1,39860.91273,1,1,3,0,Basic,Manual,2.0,14.67640303,0.406101948,Bad,0,2016,8,9,28.0,0.1362731723782595
4673,25,Male,South,Student,Medium,382,Online,Web,0,1,50016.67373,3,0,5,0,Silver,Manual,2.0,179.2834244,0.151104175,Bad,0,2013,7,12,23.0,0.011155520967391785
4674,38,Male,North,Self-employed,High,799,Agent,iOS,0,1,48131.763028208115,0,0,2,0,Basic,Auto,2.0,24.43693396,-0.125998037,Bad,0,2013,9,12,16.0,0.0818433279426025
4675,46,Other,East,Self-employed,Low,608,Online,iOS,5,1,15380.01821,5,0,2,0,Gold,Manual,4.0,85.10685763,0.384363705,Neutral,1,2016,10,9,25.0,0.04699973787529441
4676,60,Other,North,Self-employed,High,831,Branch,Web,0,1,43153.30823,1,0,1,0,Silver,Auto,2.0,20.5960847,0.523700851,Bad,0,2020,11,5,23.0,0.09710583487744154
4677,38,Male,North,Student,High,383,Branch,iOS,0,1,96732.81773,2,1,3,0,Platinum,Auto,3.0,23.66834714,-0.288149883,Neutral,1,2019,5,6,12.0,0.12675156326949158
4678,20,Male,West,Retired,High,326,Online,Web,1,1,37169.64693,2,0,1,1,Gold,Manual,1.0,76.65247252,0.921009305,Neutral,0,2011,6,14,18.0,0.01304589359122215
4679,48,Female,East,Student,High,678,Branch,iOS,1,1,59952.534,0,1,2,0,Basic,Manual,0.0,5.935721202,0.760238088,Neutral,0,2011,12,14,22.0,0.0
4680,44,Female,East,Salaried,High,629,Agent,Android,0,1,60586.60753,0,1,0,0,Gold,Auto,4.0,10.38639062,0.591254696,Bad,0,2011,11,14,27.0,0.38511934957439525
4681,63,Other,North,Student,Low,692,Agent,iOS,2,1,45453.30465,2,2,2,0,Silver,Manual,2.0,19.68826967,0.588866647,Bad,0,2011,8,14,25.0,0.10158333025311513
4682,44,Male,South,Salaried,High,516,Agent,Android,5,1,47917.7952,0,0,5,0,Basic,Auto,3.0,66.39987037,0.731262996,Bad,1,2019,7,6,14.0,0.04518081109621298
4683,26,Other,East,Student,High,680,Agent,Android,1,1,48131.763028208115,2,1,0,1,Basic,Manual,2.0,40.05732983,0.37857974,Bad,0,2020,2,5,15.0,0.04992844027517148
4684,50,Other,South,Retired,Low,807,Branch,iOS,0,1,70623.15934,0,1,3,0,Gold,Manual,3.0,43.33964769,0.369991275,Neutral,0,2020,7,5,25.0,0.06922068267509722
4685,50,Male,South,Retired,Medium,582,Agent,Web,1,1,51117.4233,1,0,3,0,Gold,Manual,1.0,24.84029485,0.641398147,Neutral,0,2017,3,8,16.0,0.04025717110197668
4686,43,Female,East,Self-employed,Low,513,Branch,Web,2,1,40906.98834,1,0,3,0,Platinum,Manual,3.0,6.18841741,0.76441212,Good,0,2015,1,10,21.0,0.48477660785328314
4687,45,Other,South,Retired,High,455,Branch,Android,0,1,67567.5583,1,1,2,1,Basic,Auto,3.0,248.3547726,0.166427052,Good,0,2013,1,12,15.0,0.012079494058412148
4688,61,Other,East,Student,Medium,829,Online,iOS,3,1,28635.06585,1,1,2,0,Basic,Manual,4.0,71.74131742,0.420289177,Neutral,0,2013,5,12,18.0,0.05575587602584062
4689,60,Male,West,Retired,Low,458,Branch,Android,0,1,32705.33071,3,1,6,0,Silver,Auto,2.0,159.4380258,0.566235848,Neutral,1,2018,11,7,14.400753212228622,0.012544058984453382
4690,48,Female,East,Self-employed,Medium,340,Online,Web,1,1,95359.39826,2,0,4,0,Silver,Manual,4.0,57.35926912,0.524813314,Good,0,2019,5,6,22.400753212228622,0.06973589554692011
4691,18,Female,East,Student,Low,804,Branch,iOS,1,1,31885.62773,1,2,2,0,Basic,Manual,4.0,7.798275426,0.824205792,Neutral,0,2017,5,8,20.0,0.5129339221161281
4692,37,Male,East,Salaried,Low,818,Agent,Web,3,1,39343.38936,2,0,3,0,Basic,Auto,1.0,1.850344194,0.931396857,Good,0,2015,1,10,26.0,0.5404399912419754
4693,29,Other,West,Student,Medium,304,Online,iOS,2,1,57231.93486,0,1,3,0,Silver,Auto,0.0,15.57400502,0.422804096,Good,0,2019,4,6,18.0,0.0
4694,34,Male,South,Self-employed,Medium,320,Branch,Android,2,1,26720.31095,1,1,1,1,Gold,Auto,0.0,37.25418187,0.572140365,Good,0,2012,9,13,14.0,0.0
4695,32,Male,West,Retired,Medium,541,Branch,Android,2,1,32627.17736,2,0,6,0,Basic,Auto,4.0,13.06892626,0.366870355,Bad,1,2014,8,11,14.0,0.3060695209707305
4696,51,Female,South,Retired,Medium,405,Online,Web,1,1,44392.92538,1,1,0,0,Gold,Manual,2.0,1.466422337,0.534121288,Good,0,2019,12,6,21.0,1.3638635674982902
4697,67,Other,East,Student,High,642,Online,Android,2,1,64044.8488,0,1,4,0,Basic,Auto,2.0,2.576334974,0.641318961,Neutral,0,2014,11,11,21.0,0.7762965686464341
4698,33,Other,East,Salaried,Low,716,Agent,Android,0,1,53558.3069,2,2,0,1,Silver,Manual,5.0,6.461096272,0.883422199,Neutral,0,2011,7,14,15.0,0.7738624823883448
4699,21,Female,West,Salaried,High,337,Agent,Android,1,1,65700.31425,1,1,4,0,Basic,Auto,0.0,6.09274284,-0.349960043,Neutral,1,2020,5,5,15.0,0.0
4700,25,Other,West,Salaried,Low,635,Branch,Web,0,1,61664.83568,1,0,0,0,Basic,Manual,2.0,9.568591856,0.121818559,Good,0,2021,12,4,20.400753212228622,0.20901717097964598
4701,51,Other,West,Salaried,High,772,Branch,Android,1,1,42246.12342,0,0,2,0,Gold,Manual,2.0,9.569590618,0.15820281,Good,0,2012,6,13,21.0,0.20899535621075407
4702,63,Male,West,Student,High,412,Branch,iOS,3,1,60478.06678,1,0,3,0,Gold,Auto,1.0,20.82948125,0.409955556,Neutral,0,2020,1,5,18.0,0.04800887684132796
4703,42,Male,East,Retired,Low,550,Branch,iOS,3,1,50424.51599,1,0,1,0,Platinum,Auto,1.0,71.13517093,0.743505091,Good,0,2019,1,6,22.0,0.014057743686088026
4704,32,Male,East,Salaried,High,644,Online,Web,1,1,60148.95302,0,0,3,1,Basic,Manual,3.0,39.45703062,0.205839564,Bad,0,2013,10,12,23.0,0.07603207724606013
4705,45,Other,North,Student,Medium,370,Online,Web,1,1,48951.77349,1,2,2,0,Gold,Manual,3.0,45.07275345,0.576966743,Neutral,0,2018,1,7,7.0,0.06655905775377031
4706,26,Other,West,Student,Medium,563,Branch,iOS,0,1,19985.49522,0,0,4,0,Silver,Manual,2.0,26.67643832,0.162155432,Neutral,0,2017,3,8,13.0,0.0749725272920167
4707,19,Other,West,Student,High,683,Branch,iOS,1,1,52344.5007,2,1,1,0,Silver,Auto,2.0,50.82115008,0.64773611,Bad,0,2016,8,9,16.0,0.039353694216909776
4708,34,Other,South,Salaried,High,690,Agent,Web,2,1,47008.72566,0,1,4,0,Platinum,Auto,3.0,11.240871,0.486135901,Good,1,2013,12,12,13.0,0.26688323351455595
4710,26,Female,East,Student,Low,810,Agent,Web,3,1,38663.93783,1,1,4,0,Platinum,Auto,0.0,10.43806707,0.452383106,Bad,0,2013,4,12,18.0,0.0
4711,48,Other,North,Student,High,433,Agent,iOS,2,1,57750.88674,0,0,1,0,Silver,Auto,2.0,8.553084062,0.697547187,Bad,0,2015,6,10,17.0,0.23383378270367805
4712,19,Male,West,Student,Low,688,Branch,Android,1,1,38086.15529,4,0,0,0,Platinum,Auto,2.0,37.89632148,0.143161749,Good,0,2014,1,11,19.0,0.05277557087052662
4713,41,Male,North,Retired,Medium,360,Online,Web,0,1,47384.13601,2,1,2,1,Silver,Manual,4.0,4.448780695,0.061068698,Good,0,2013,11,12,21.0,0.8991227651422813
4714,36,Female,North,Retired,Medium,769,Agent,Web,0,1,68232.59435,0,0,1,1,Platinum,Auto,4.0,41.91374663,0.982402484,Neutral,0,2011,11,14,18.0,0.09543408360294323
4715,34,Female,East,Self-employed,Medium,650,Agent,iOS,0,1,45553.671,0,0,3,0,Basic,Auto,1.0,25.80033465,0.396457214,Bad,0,2015,5,10,19.0,0.03875918717976784
4716,60,Other,North,Self-employed,Low,357,Branch,iOS,2,1,56821.59448,2,1,5,0,Silver,Auto,7.0,9.640791669,0.580521468,Good,0,2014,4,11,25.0,0.7260814506041579
4717,66,Other,West,Salaried,Low,484,Online,Android,3,1,54388.43756,1,1,2,0,Basic,Auto,2.0,76.07618231,0.615640985,Neutral,1,2016,12,9,13.0,0.02628943697319451
4718,27,Other,East,Retired,Low,502,Agent,iOS,1,1,20526.63256,1,1,1,0,Platinum,Auto,1.0,5.877776867,0.223751403,Bad,0,2019,1,6,17.0,0.17013235150425116
4719,67,Other,North,Self-employed,Low,331,Branch,Android,1,1,42826.75702,3,0,3,0,Gold,Manual,5.0,4.009905869,0.832480799,Neutral,1,2016,2,9,14.0,1.2469120631120731
4720,45,Other,East,Student,High,468,Online,Web,1,1,61989.81584,0,0,3,1,Silver,Auto,1.0,169.3375246,0.906187705,Good,0,2021,1,4,25.0,0.005905365643924147
4721,55,Male,East,Student,High,321,Online,Android,0,1,42653.46696,1,0,2,0,Platinum,Manual,3.0,55.30314719,0.568151651,Good,0,2013,10,12,22.0,0.05424646068863265
4723,45,Other,East,Salaried,High,435,Agent,Web,2,1,65862.22239,0,1,1,0,Platinum,Auto,0.0,21.69528197,0.534240124,Good,0,2011,11,14,19.0,0.0
4724,67,Male,North,Self-employed,Medium,601,Online,Android,1,1,36944.14277,1,1,2,0,Basic,Auto,3.0,99.21321668,0.689622216,Good,0,2021,7,4,27.0,0.03023790680707521
4725,69,Other,South,Student,Low,686,Agent,Web,3,1,64271.26015,1,1,3,0,Silver,Auto,1.0,85.72334491,0.361317734,Bad,0,2014,4,11,16.0,0.011665433739781026
4726,67,Other,West,Salaried,Medium,841,Branch,Web,2,1,48131.763028208115,0,1,5,1,Silver,Manual,3.0,30.58971512,0.393402704,Bad,1,2020,1,5,10.0,0.09807217845054583
4727,18,Female,West,Salaried,Low,583,Online,Web,1,1,64291.01336,3,1,1,0,Basic,Auto,2.0,5.778128721,0.1906161,Neutral,1,2014,11,11,21.0,0.3461328219863311
4728,20,Male,West,Retired,High,628,Agent,iOS,1,1,56054.8931,2,0,1,0,Platinum,Manual,1.0,19.75687466,0.918754094,Neutral,0,2021,9,4,25.0,0.050615293016188015
4729,32,Male,West,Self-employed,Medium,759,Online,iOS,1,1,31725.56748,2,1,2,0,Gold,Manual,2.0,2.693614932,0.72267527,Good,0,2018,2,7,16.400753212228622,0.7424966264628652
4730,69,Female,West,Salaried,Low,452,Agent,iOS,1,1,48131.763028208115,1,0,1,0,Silver,Auto,4.0,1.171162711,0.879919384,Neutral,0,2011,11,14,17.0,3.4154092872241386
4731,27,Male,North,Self-employed,High,786,Branch,Web,0,1,61258.52655,0,1,3,0,Basic,Auto,2.0,81.30671791,0.54649947,Bad,0,2016,8,9,19.400753212228622,0.024598213424551697
4732,38,Female,East,Student,Low,490,Agent,Web,1,1,35772.80957,2,0,2,1,Basic,Auto,3.0,4.373962843,0.768317638,Good,0,2020,6,5,14.0,0.6858768827451605
4733,54,Male,South,Self-employed,Low,351,Branch,Web,6,1,51123.48633,1,1,1,0,Platinum,Manual,0.0,32.84776321,0.256326666,Neutral,1,2020,6,5,21.400753212228622,0.0
4734,32,Other,East,Salaried,High,640,Online,Web,1,1,68223.82407,2,1,3,1,Basic,Manual,2.0,42.44900297,0.672193765,Bad,0,2012,4,13,20.400753212228622,0.04711535866728037
4735,40,Female,East,Retired,Medium,824,Agent,Android,1,1,52921.22413,0,1,3,0,Platinum,Auto,2.0,8.486099704,0.719842166,Good,0,2021,11,4,26.0,0.2356795312052817
4737,32,Other,North,Self-employed,High,541,Online,iOS,1,1,48131.763028208115,1,1,0,0,Gold,Manual,2.0,0.115244785,0.970555149,Neutral,0,2016,6,9,21.0,17.35436445128515
4738,27,Male,North,Student,Low,639,Branch,iOS,1,1,48050.50263,1,1,2,0,Basic,Auto,2.0,60.18711615,0.698864418,Bad,0,2020,7,5,15.0,0.0332297030981771
4739,26,Female,South,Retired,Low,710,Online,Web,3,1,39828.25884,1,1,1,0,Platinum,Auto,3.0,31.85664478,0.622614723,Bad,0,2020,11,5,20.0,0.09417187593727502
4740,61,Other,North,Self-employed,Low,593,Branch,Android,1,1,23621.89029,2,0,2,0,Silver,Manual,3.0,10.53987089,0.395073504,Good,0,2017,3,8,19.0,0.2846334676496213
4741,56,Other,East,Retired,Medium,327,Agent,Web,3,1,31643.31506,0,0,1,0,Basic,Manual,1.0,21.25366353,0.809991528,Bad,0,2021,4,4,17.0,0.047050711920252175
4742,22,Female,South,Salaried,Medium,709,Branch,Web,3,1,58453.24168,2,0,1,0,Gold,Auto,1.0,7.958186313,0.068974096,Good,0,2018,12,7,10.0,0.12565677161471603
4743,42,Male,North,Retired,Medium,658,Online,Android,2,1,31089.12691,1,1,4,0,Gold,Auto,0.0,1.157446848,0.360649292,Neutral,1,2021,11,4,20.0,0.0
4744,59,Other,North,Salaried,Medium,715,Branch,Web,2,1,30789.50081,1,0,2,0,Basic,Auto,1.0,20.72676515,1.051071755,Neutral,0,2019,4,6,22.0,0.04824679552081479
4745,43,Male,North,Student,High,481,Branch,Android,0,1,84780.14906,1,0,2,0,Silver,Auto,1.0,55.59760149,0.786303391,Good,0,2021,8,4,14.400753212228622,0.01798638741960593
4746,25,Female,East,Student,Medium,639,Agent,Android,1,1,44845.11103,0,0,2,0,Gold,Manual,5.0,46.48266154,0.298422394,Bad,0,2021,6,4,26.0,0.10756699023564562
4747,39,Male,North,Student,Low,652,Online,Web,1,1,53142.19253,2,0,1,0,Basic,Auto,1.0,80.44323946,0.849559614,Neutral,0,2020,7,5,19.0,0.01243112543344609
4748,69,Female,East,Salaried,High,368,Online,Web,1,1,58779.73831,1,0,1,0,Basic,Manual,2.0,12.39845766,0.056527249,Bad,0,2015,1,10,24.0,0.161310386730796
4749,42,Male,South,Self-employed,Low,776,Branch,Web,2,1,34025.45105,2,0,1,0,Gold,Auto,2.0,4.267985578,-0.700708278,Good,1,2019,11,6,13.0,0.46860514485084326
4750,65,Male,North,Salaried,Medium,624,Online,iOS,2,1,39105.1536,1,1,1,0,Gold,Auto,0.0,63.38939819,0.578546779,Good,0,2013,2,12,18.400753212228622,0.0
4751,29,Other,West,Retired,Low,793,Online,iOS,1,1,30810.23907,4,0,2,0,Gold,Auto,1.0,60.28264587,0.218979095,Good,0,2018,5,7,18.0,0.016588522045905347
4752,26,Male,West,Retired,Low,594,Online,Web,0,1,68777.70564,1,0,5,0,Silver,Manual,1.0,35.14641469,0.333912184,Good,0,2020,2,5,19.0,0.028452404287044507
4753,27,Other,East,Salaried,Low,508,Agent,Android,0,1,68488.62787,1,1,2,0,Basic,Manual,1.0,80.57107181,0.065893246,Bad,0,2012,8,13,16.0,0.012411402474056277
4754,65,Female,North,Student,Low,456,Agent,iOS,0,1,44703.03629,3,1,3,0,Platinum,Auto,4.0,13.41629241,0.488375935,Good,1,2021,6,4,12.0,0.2981449626886896
4755,27,Female,North,Student,Medium,374,Agent,Web,2,1,40808.42022,3,0,2,0,Platinum,Manual,6.0,101.7684867,0.067434258,Bad,1,2019,5,6,17.0,0.05895734715685814
4756,26,Other,West,Retired,Low,586,Online,Android,2,1,16470.14886,1,0,0,0,Silver,Manual,0.0,6.47495454,0.574593423,Bad,0,2012,10,13,21.0,0.0
4757,43,Male,South,Retired,Low,530,Agent,Web,1,1,56170.21033,0,1,3,0,Platinum,Manual,1.0,39.85360098,0.358902204,Good,0,2016,2,9,19.0,0.02509183550319171
4758,52,Female,South,Self-employed,Low,570,Online,Android,2,1,28488.66339,0,0,1,1,Platinum,Manual,3.0,45.94363609,0.426853906,Bad,0,2017,9,8,22.0,0.06529740036516121
4759,44,Female,East,Self-employed,Low,382,Agent,iOS,3,1,37994.65791,2,1,2,0,Gold,Auto,2.0,12.10504354,-0.111247242,Bad,1,2017,7,8,16.0,0.16522038879010922
4760,48,Female,West,Self-employed,Medium,564,Branch,iOS,2,1,58881.03254,1,0,2,0,Gold,Auto,2.0,158.3660255,0.796764986,Bad,0,2014,11,11,24.0,0.01262897135724354
